23,1180,22,0,1
24,1180,23,0,1
25,1180,24,0,1
57,1180,56,1,2
58,1180,57,1,2
92,1180,91,1,2
354,1238,353,1,2
636,1180,637,2,1
741,1180,742,2,1
775,1180,776,2,1
809,1180,810,2,1
843,1180,844,2,1
877,1180,878,2,1
906,1180,905,1,2
911,1180,912,2,1
940,1180,939,1,2
945,1180,946,2,1
963,1180,962,1,2
974,1180,973,1,2
979,1180,980,2,1
997,1180,996,1,2
1008,1180,1007,1,2
1013,1180,1014,2,1
1031,1180,1030,1,2
1042,1180,1041,1,2
1047,1180,1048,2,1
1065,1180,1064,1,2
1076,1180,1075,1,2
1077,1180,1076,1,2
1081,1180,1082,2,1
1099,1180,1098,1,2
1115,1180,1116,2,1
1133,1180,1132,1,2
1144,1180,1143,1,2
1145,1180,1144,1,2
1146,1180,1145,1,2
1147,1180,1146,1,2
1148,1180,1149,2,1
1180,1164,1098,0,4
1180,1172,1064,0,4
1180,1178,1064,0,4
1180,1190,1064,0,4
1180,1205,9,0,4
1180,1208,1131,0,4
1180,1222,1064,0,4
1180,1227,1064,0,4
1180,1228,1064,0,4
1180,1234,1098,0,4
1180,1235,209,0,4
1180,1247,1098,0,4
1180,1252,1064,0,4
1205,1180,12,0,4
1222,1180,935,0,4
1235,1180,243,0,4
