58,1180,24,0,2
109,1180,108,1,2
110,1180,76,0,3
113,1157,1157,4,0
131,1157,132,2,1
139,1157,140,2,1
143,1180,142,1,2
165,1157,166,2,1
177,1180,176,1,2
209,1157,210,2,1
263,1221,262,1,2
279,1157,280,2,1
314,1157,280,0,3
348,1157,314,0,3
418,1157,384,0,3
455,1216,454,1,2
803,1166,837,3,0
894,1250,860,0,3
907,1250,873,0,3
996,1250,995,1,2
1157,1177,113,0,4
1157,1185,113,0,4
1157,1229,113,0,4
1177,1157,110,0,4
1180,1156,76,0,4
1180,1158,76,0,4
1180,1162,76,0,4
1180,1163,76,0,4
1180,1166,76,0,4
1180,1169,76,0,4
1180,1171,76,0,4
1180,1173,76,0,4
1180,1175,76,0,4
1180,1177,76,0,4
1180,1179,76,0,4
1180,1181,76,0,4
1180,1187,76,0,4
1180,1189,76,0,4
1180,1191,76,0,4
1180,1196,76,0,4
1180,1197,76,0,4
1180,1198,76,0,4
1180,1199,76,0,4
1180,1201,76,0,4
1180,1202,76,0,4
1180,1203,76,0,4
1180,1207,76,0,4
1180,1209,76,0,4
1180,1211,76,0,4
1180,1221,76,0,4
1180,1223,76,0,4
1180,1224,76,0,4
1180,1229,76,0,4
1180,1233,76,0,4
1180,1237,76,0,4
1180,1238,76,0,4
1180,1240,76,0,4
1180,1241,76,0,4
1180,1242,76,0,4
1180,1243,76,0,4
1180,1245,76,0,4
1180,1249,76,0,4
1180,1251,76,0,4
1180,1255,76,0,4
1199,1251,615,0,4
1228,1250,1037,0,4
1234,1251,376,0,4
1236,1248,445,0,4
1248,1236,657,0,4
1250,1172,860,0,4
1250,1178,860,0,4
1250,1190,860,0,4
1250,1222,860,0,4
1250,1228,1027,0,4
1250,1231,860,0,4
1251,1199,615,0,4
1251,1234,614,0,4
