Value
23172280.116489615
164488730.79905242
191298257.33879536
162042770.99905854
22218378.057789527
9538053.488990707
78969852.08218728
129575283.26218955
111538425.19126174
145975227.5602653
129810070.64774938
77760727.21672657
79173383.12717815
203022454.4755235
40088716.65373244
159205471.89936346
76497235.7970242
133746883.8436418
91011822.99805504
215202900.80083612
21916236.69289797
222493637.40190762
68170755.54032531
64011005.935679585
223202174.65603694
129902406.97641596
187012163.20444
123889888.91440721
13152153.330688525
206544187.2086545
9528033.223570954
163612917.526882
120225070.74310012
177223909.68515924
122362165.94742745
109046655.0713139
86737264.26791415
79187810.6082057
77973690.21950248
68971693.57680096
22543128.9138006
126768058.27585156
67820305.39776857
112306104.85400525
76457796.42927334
145981129.16182086
86343204.37623098
177955677.43959925
65073298.04457873
225750113.40356427
19548310.045700464
209425825.28716964
124666175.10226513
211312747.25181413
191631070.35728943
167638299.1941377
178625668.91967222
143993828.4955333
182834012.63824862
66667112.45100641
130021504.46098968
10900107.016701534
203400476.78897083
23628400.663724996
17617215.212598633
221722391.7976496
220299190.21272966
237414584.74231094
180462780.3486773
280168959.3050773
127346424.73349501
193709053.26894328
160475565.56532258
162036453.52340505
78646760.48174383
75720368.29838909
97201734.62308995
22950266.456863698
115229945.78166153
182698435.6944501
129202282.98676296
20923124.52494168
71049202.45731567
27250759.078448474
129194302.19694874
146901431.58700836
170317029.62813264
231976489.33339208
151014338.69991413
34340122.9561556
126955948.34932926
69188169.24390393
193295843.97963983
206990370.46453878
184714300.4765719
79091232.3387811
164588802.57716364
310547739.1584971
189126432.86563927
33739613.11597273
12545408.163670348
124453800.28289472
330188492.6257457
151706244.6836944
116211132.32641535
65931854.30466551
217820840.1924453
55129993.39534723
165767580.5455765
67746383.35125731
164906122.12843302
121456599.39928348
229813412.6266623
33936749.754534476
263670363.78280774
67545937.1812606
125647054.0274454
262895015.43999508
182513682.4223284
215215347.3525765
167901166.2233086
13070782.871395651
248975832.55496383
20349207.49820311
244292968.56622878
112735057.27818753
323370006.9034769
319925091.9119132
157780288.8786977
118110567.4331804
65946281.78569307
28043035.015781213
67706198.05079855
13491844.58136035
67471665.79982379
98536234.91744925
67709486.57582209
111304117.76135685
127044243.31508306
160721877.4920569
55566659.21594632
210911033.81068864
32923481.567617163
238450779.03789526
316468045.2654641
264803283.89841545
310387040.13185954
186600409.3406453
274444523.65256834
275594421.9113799
138156359.02139208
330077465.81665903
10797454.751179898
230888309.27055597
14049417.81424001
36462539.22284372
208522611.94935226
290858617.61126226
238527893.6266398
227061565.88727605
279854868.05698556
330323295.466583
205440689.86976835
177789893.94049713
335876104.4461147
118100847.35485159
105469141.62196878
145209445.4408642
35507135.75986477
290513133.6803308
119869683.60480282
26803075.288092345
55215227.88597445
312731332.5726801
137102385.7401392
185209270.78204486
223337918.14724803
274917545.0591424
35749866.04590847
311417032.9147481
55528133.52284674
229339227.42204356
248217544.2160357
198805921.6516772
65844031.68958178
231443076.6330016
76956037.46687669
193742928.1811807
163510112.88690686
169589844.18120965
112680875.05682036
183552026.55916086
23688773.971238606
183531912.33286104
117721272.63586862
178772092.81978202
103967025.53036593
141806380.03976828
9907485.731345516
174722907.63897225
101726152.90599881
105837030.67945577
112809015.81350283
186719618.80999753
115986778.00181842
174285184.4024524
118839947.43303715
117764862.25902812
175003744.5795923
47137482.38852079
176439468.23945835
182003911.43344253
42877331.629786335
162935856.44580585
107383575.561414
189445966.58614817
218103058.61271647
103977143.58708608
204095709.91939592
159024271.15099663
178971497.6567198
178766053.53863713
174586578.3254443
169800829.6559985
175710789.71021676
174023430.4174426
188087799.41819808
174693175.40334678
189566750.21335357
150355370.52104658
32078024.611841023
165352416.15367302
227151701.88571268
179397585.57206723
