269,1635,270,2,1
270,1635,271,2,1
271,1635,272,2,1
272,1635,1635,4,0
277,1635,276,1,2
278,1635,277,1,2
279,1635,278,1,2
280,1635,279,1,2
1105,1648,1127,3,0
1106,1648,1128,3,0
1118,1648,1119,2,1
1127,1648,1128,2,1
1128,1648,1648,4,0
1140,1648,1141,2,1
1149,1648,1127,0,3
1150,1648,1128,0,3
1162,1648,1163,2,1
1184,1648,1185,2,1
1206,1648,1207,2,1
1228,1648,1229,2,1
1235,1648,1236,2,1
1280,1648,1281,2,1
1325,1648,1303,0,3
1370,1648,1348,0,3
1605,1635,269,0,4
1625,1635,272,0,4
1635,1605,272,0,4
1635,1625,272,0,4
1635,1638,272,0,4
1635,1674,272,0,4
1648,1673,1128,0,4
