1,1646,1563,3,3
2,1650,24,2,0
19,1650,41,2,0
20,1646,1582,3,3
23,1646,1,0,2
25,1650,47,3,0
40,1650,62,3,0
42,1646,20,0,2
45,1646,23,0,3
63,1665,64,2,1
64,1646,42,0,3
67,1646,45,0,3
68,1655,69,2,1
85,1665,86,2,1
86,1646,64,0,3
89,1646,67,0,3
107,1665,108,2,1
108,1646,86,0,3
111,1646,89,0,3
117,1594,139,3,0
129,1665,130,2,1
130,1646,108,0,3
133,1646,111,0,3
151,1665,152,2,1
152,1646,130,0,3
155,1646,133,0,3
173,1665,174,2,1
174,1646,152,0,3
177,1646,155,0,3
196,1646,174,0,3
199,1646,177,0,3
200,1623,222,3,0
217,1623,239,3,0
218,1646,196,0,3
221,1646,199,0,3
222,1623,244,3,0
228,1650,227,1,2
233,1650,234,2,1
239,1623,261,3,0
240,1646,218,0,3
243,1646,221,0,3
244,1623,266,3,0
251,1650,250,1,2
254,1650,255,2,1
261,1623,283,3,0
262,1646,240,0,3
265,1646,243,0,3
266,1623,288,3,0
283,1623,305,3,0
284,1646,262,0,3
287,1646,265,0,3
288,1623,310,3,0
296,1650,297,2,1
297,1650,298,2,1
299,1646,300,2,1
305,1623,327,3,0
306,1646,284,0,3
309,1646,287,0,3
310,1623,332,3,0
327,1623,349,3,0
328,1646,306,0,3
331,1646,309,0,3
332,1623,354,3,0
335,1635,357,3,0
336,1635,358,3,0
337,1635,359,3,0
338,1615,360,3,0
338,1635,360,3,0
344,1615,366,3,0
344,1635,366,3,0
345,1615,367,3,0
345,1635,367,3,0
346,1615,368,3,0
346,1635,368,3,0
349,1623,371,3,0
350,1646,328,0,3
353,1646,331,0,3
354,1623,376,3,0
371,1623,393,3,0
372,1646,350,0,3
375,1646,353,0,3
376,1623,398,3,0
393,1623,415,3,0
394,1646,372,0,3
397,1646,375,0,3
398,1623,420,3,0
411,1669,410,1,2
412,1646,390,0,3
416,1646,394,0,3
419,1646,397,0,3
438,1646,416,0,3
441,1646,419,0,3
457,1646,435,0,3
460,1646,438,0,3
463,1646,441,0,3
465,1623,487,3,0
466,1623,488,3,0
467,1623,489,3,0
482,1646,460,0,3
485,1646,463,0,3
489,1652,490,2,1
490,1652,1652,4,0
502,1646,480,0,3
504,1646,482,0,3
507,1646,485,0,3
525,1646,503,0,3
526,1646,504,0,3
529,1646,507,0,3
548,1646,526,0,3
617,1674,616,1,1
639,1674,638,1,1
661,1585,683,3,0
676,1585,698,3,0
677,1585,699,3,0
678,1585,700,3,0
679,1585,701,3,0
680,1585,702,3,0
683,1585,1585,4,0
705,1585,683,0,3
720,1585,698,0,3
721,1585,699,0,3
722,1585,700,0,3
723,1585,701,0,3
724,1585,702,0,3
815,1682,793,0,3
938,1646,937,1,2
1021,1645,1020,1,2
1097,1589,1096,1,2
1114,1648,1113,1,2
1132,1630,1154,3,0
1190,1681,1212,3,0
1249,1641,1271,3,0
1257,1668,1279,3,0
1258,1668,1280,3,0
1259,1668,1281,3,0
1273,1668,1295,3,0
1303,1650,1281,0,3
1304,1650,1282,0,3
1305,1650,1283,0,3
1306,1650,1284,0,3
1307,1650,1285,0,3
1308,1650,1286,0,3
1309,1650,1287,0,3
1310,1650,1288,0,3
1311,1650,1289,0,3
1312,1650,1290,0,3
1313,1650,1291,0,3
1314,1650,1292,0,3
1356,1658,1355,1,2
1378,1658,1377,1,2
1382,1640,1404,3,0
1389,1640,1411,3,0
1445,1673,1467,3,0
1497,1646,1519,3,0
1512,1646,1534,3,0
1513,1646,1535,3,0
1514,1646,1536,3,0
1515,1646,1537,3,0
1516,1646,1538,3,0
1519,1646,1646,4,0
1528,1655,1527,1,2
1534,1646,1535,2,1
1534,1648,1556,3,0
1535,1646,1536,2,1
1536,1646,1537,2,1
1537,1646,1538,2,1
1541,1646,1519,0,3
1541,1650,1563,3,0
1556,1646,1534,0,3
1557,1646,1535,0,3
1558,1646,1536,0,3
1559,1646,1537,0,3
1560,1646,1538,0,3
1560,1650,1582,3,0
1563,1646,1541,0,3
1582,1646,1560,0,3
1584,1669,425,0,4
1585,1588,683,0,4
1585,1618,683,0,4
1585,1642,683,0,4
1585,1656,683,0,4
1588,1585,683,0,4
1594,1598,162,0,4
1594,1621,162,0,4
1594,1663,162,0,4
1598,1663,399,0,4
1608,1622,93,0,4
1610,1650,923,0,4
1621,1594,1499,0,4
1622,1608,96,0,4
1623,1584,487,0,4
1623,1587,508,0,4
1623,1591,487,0,4
1623,1596,508,0,4
1623,1602,508,0,4
1623,1615,487,0,4
1623,1617,487,0,4
1623,1634,508,0,4
1623,1637,487,0,4
1623,1643,508,0,4
1623,1649,487,0,4
1623,1669,531,0,4
1623,1674,508,0,4
1623,1682,508,0,4
1626,1639,250,0,4
1632,1641,880,0,4
1639,1626,250,0,4
1641,1632,998,0,4
1642,1585,683,0,4
1642,1673,97,0,4
1643,1644,980,0,4
1644,1643,976,0,4
1647,1650,858,0,4
1650,1604,1287,0,4
1650,1608,1287,0,4
1650,1610,549,0,4
1650,1611,1287,0,4
1650,1638,1287,0,4
1650,1647,549,0,4
1650,1653,1287,0,4
1650,1656,549,0,4
1650,1676,1287,0,4
1650,1680,549,0,4
1652,1606,490,0,4
1652,1633,490,0,4
1656,1650,615,0,4
1663,1598,399,0,4
1668,1679,233,0,4
1669,1584,403,0,4
1669,1623,773,0,4
1672,1678,1151,0,4
1673,1642,102,0,4
1673,1681,102,0,4
1678,1672,1151,0,4
1679,1668,229,0,4
1680,1650,615,0,4
1681,1673,88,0,4
1682,1623,329,0,4
