0,1660,1562,3,2
1,1641,1641,4,0
10,1601,9,0,1
11,1601,10,0,1
16,1641,17,1,0
17,1641,18,1,0
17,1668,1579,3,3
18,1641,19,1,0
18,1652,17,0,1
19,1641,20,1,0
20,1660,1582,3,3
22,1660,0,0,1
32,1601,31,1,2
33,1601,32,1,2
40,1652,39,1,2
40,1668,18,0,2
42,1660,20,0,2
44,1660,22,0,2
54,1601,53,1,2
55,1601,54,1,2
62,1652,61,1,2
64,1660,42,0,3
66,1660,44,0,2
71,1610,93,3,0
76,1601,75,1,2
77,1601,76,1,2
84,1652,83,1,2
86,1660,64,0,3
88,1660,66,0,2
98,1601,97,1,2
99,1601,98,1,2
104,1595,103,1,2
106,1652,105,1,2
108,1660,86,0,3
110,1660,88,0,2
120,1601,119,1,2
121,1601,120,1,2
128,1652,127,1,2
130,1660,108,0,3
132,1660,110,0,2
142,1601,141,1,2
143,1601,142,1,2
146,1668,168,3,0
147,1668,169,3,0
148,1668,170,3,0
150,1652,149,1,2
152,1660,130,0,3
154,1660,132,0,2
164,1601,163,1,2
165,1601,164,1,2
168,1668,167,1,2
169,1668,168,1,2
170,1668,169,1,2
172,1652,171,1,2
174,1660,152,0,3
176,1660,154,0,2
186,1601,185,1,2
187,1601,186,1,2
194,1652,193,1,2
196,1660,174,0,3
198,1660,176,0,2
202,1611,180,0,3
203,1611,181,0,3
208,1601,207,1,2
209,1601,208,1,2
210,1601,209,1,2
211,1601,210,1,2
212,1601,211,1,2
213,1601,212,1,2
214,1601,213,1,2
216,1652,215,1,2
218,1660,196,0,3
220,1613,241,3,2
220,1660,198,0,2
224,1611,202,0,3
225,1611,203,0,3
229,1636,228,1,2
230,1601,229,1,2
232,1601,210,0,3
233,1601,211,0,3
234,1601,212,0,3
235,1601,213,0,3
236,1601,214,0,3
238,1652,237,1,2
240,1660,218,0,3
242,1660,220,0,2
246,1611,245,1,2
247,1611,246,1,2
252,1601,251,1,2
253,1601,252,1,2
254,1601,253,1,2
254,1660,255,2,1
255,1601,254,1,2
256,1601,255,1,2
